Date,Open,High,Low,Close,Adj Close,Volume
2014-04-21,8961.519531,8965.580078,8938.469727,8951.190430,8951.149414,1811600
2014-04-22,8956.219727,8989.059570,8955.190430,8974.709961,8974.668945,2187000
2014-04-23,9009.589844,9022.280273,8947.860352,8956.919922,8956.878906,2615700
2014-04-24,8968.820313,8971.940430,8926.549805,8945.450195,8945.409180,2391300
2014-04-25,8945.809570,8951.059570,8749.509766,8774.120117,8774.080078,3379600
2014-04-28,8680.139648,8825.929688,8671.650391,8809.709961,8809.669922,2347800
2014-04-29,8845.599609,8884.480469,8833.370117,8872.110352,8872.070313,2084300
2014-04-30,8885.700195,8890.089844,8791.440430,8791.440430,8791.400391,2414300
2014-05-02,8846.860352,8875.900391,8839.919922,8867.320313,8867.280273,2118600
2014-05-05,8895.870117,8911.080078,8844.450195,8870.429688,8870.389648,1935700
2014-05-06,8888.450195,8927.389648,8853.719727,8912.389648,8912.348633,2300600
2014-05-07,8903.719727,8911.030273,8856.980469,8893.219727,8893.178711,2352500
2014-05-08,8925.209961,8941.459961,8891.740234,8930.900391,8930.859375,2466100
2014-05-09,8943.139648,8945.629883,8878.320313,8889.690430,8889.649414,2428800
2014-05-12,8893.719727,8898.309570,8803.429688,8808.610352,8808.570313,2068600
2014-05-13,8865.610352,8886.660156,8809.059570,8817.940430,8817.900391,2167800
2014-05-14,8842.049805,8875.160156,8812.190430,8875.160156,8875.119141,2097100
2014-05-15,8852.919922,8880.650391,8839.440430,8880.650391,8880.609375,1708000
2014-05-16,8857.120117,8896.719727,8816.919922,8888.450195,8888.409180,1797600
2014-05-19,8901.540039,8912.349609,8877.459961,8899.900391,8899.859375,1798700
2014-05-20,8922.080078,8930.790039,8887.790039,8887.790039,8887.749023,1739900
2014-05-21,8894.160156,8905.040039,8848.530273,8862.419922,8862.379883,1651800
2014-05-22,8899.820313,8969.629883,8899.820313,8969.629883,8969.588867,2030100
2014-05-23,8960.790039,9008.219727,8960.790039,9008.219727,9008.178711,2229400
2014-05-26,9040.490234,9053.750000,9026.769531,9036.120117,9036.079102,2254800
2014-05-27,9045.080078,9059.190430,9035.690430,9055.290039,9055.248047,2064100
2014-05-28,9072.040039,9125.139648,9069.889648,9121.709961,9121.667969,2500300
2014-05-29,9123.459961,9131.660156,9093.570313,9109.000000,9108.958008,2347400
2014-05-30,9130.660156,9139.570313,9075.910156,9075.910156,9075.868164,3481800
2014-06-03,9106.610352,9128.339844,9070.450195,9123.459961,9123.417969,2367700
2014-06-04,9135.009766,9140.549805,9114.179688,9119.959961,9119.917969,2575200
2014-06-05,9127.559570,9140.719727,9094.129883,9140.719727,9140.677734,2772700
2014-06-06,9167.830078,9174.769531,9122.559570,9134.459961,9134.417969,2858700
2014-06-09,9153.929688,9166.580078,9138.929688,9162.740234,9162.698242,2464400
2014-06-10,9181.900391,9222.370117,9171.750000,9222.370117,9222.328125,2518700
2014-06-11,9218.500000,9229.799805,9204.759766,9229.799805,9229.757813,2437300
2014-06-12,9209.990234,9220.889648,9186.790039,9204.650391,9204.608398,2618000
2014-06-13,9192.730469,9207.740234,9171.509766,9196.389648,9196.347656,2357800
2014-06-16,9196.230469,9214.190430,9179.559570,9202.929688,9202.887695,2374500
2014-06-17,9223.019531,9249.870117,9200.860352,9240.599609,9240.557617,2507800
2014-06-18,9257.650391,9316.639648,9204.349609,9279.929688,9279.887695,3014200
2014-06-19,9288.690430,9324.400391,9283.379883,9316.809570,9316.767578,2202700
2014-06-20,9330.349609,9339.830078,9273.790039,9273.790039,9273.748047,2242200
2014-06-23,9293.059570,9302.650391,9225.730469,9228.349609,9228.307617,2702500
2014-06-24,9232.349609,9276.240234,9232.349609,9246.200195,9246.158203,1913700
2014-06-25,9250.129883,9255.870117,9229.799805,9242.160156,9242.118164,1987600
2014-06-26,9273.360352,9320.940430,9271.349609,9320.940430,9320.898438,2767400
2014-06-27,9316.889648,9330.950195,9303.570313,9306.830078,9306.788086,2252200
2014-06-30,9332.440430,9393.070313,9327.889648,9393.070313,9393.028320,2580300
2014-07-01,9393.070313,9463.059570,9374.280273,9441.919922,9441.877930,3004800
2014-07-02,9482.000000,9547.049805,9421.870117,9484.959961,9484.916992,4105500
2014-07-03,9468.780273,9538.650391,9449.780273,9526.230469,9526.187500,2908200
2014-07-04,9525.929688,9550.110352,9482.940430,9510.049805,9510.006836,2889200
2014-07-07,9497.269531,9520.200195,9454.669922,9520.200195,9520.157227,2805800
2014-07-08,9515.179688,9540.570313,9499.169922,9530.980469,9530.937500,2811300
2014-07-09,9510.000000,9522.990234,9478.759766,9489.980469,9489.937500,2679700
2014-07-10,9512.889648,9568.750000,9512.889648,9565.120117,9565.076172,3202100
2014-07-11,9561.709961,9591.269531,9478.070313,9495.839844,9495.796875,3371800
2014-07-14,9497.809570,9545.990234,9488.120117,9520.299805,9520.256836,2798700
2014-07-15,9558.419922,9593.679688,9547.940430,9569.169922,9569.125977,2960700
2014-07-16,9570.330078,9574.129883,9471.650391,9484.730469,9484.687500,3060700
2014-07-17,9420.110352,9461.860352,9373.870117,9408.240234,9408.198242,2920100
2014-07-18,9335.379883,9421.339844,9335.379883,9400.969727,9400.927734,2324700
2014-07-21,9453.780273,9480.139648,9426.299805,9440.969727,9440.927734,2228000
2014-07-22,9453.230469,9499.360352,9418.740234,9499.360352,9499.317383,2277700
2014-07-23,9453.230469,9499.360352,9418.740234,9499.360352,9499.317383,2277700
2014-07-24,9508.259766,9538.070313,9483.519531,9527.540039,9527.497070,2684600
2014-07-25,9519.990234,9528.700195,9412.480469,9439.290039,9439.248047,2532200
2014-07-28,9415.900391,9460.429688,9385.559570,9420.179688,9420.137695,2509800
2014-07-29,9457.799805,9483.750000,9357.320313,9391.879883,9391.837891,3528000
2014-07-30,9409.620117,9456.030273,9398.820313,9447.019531,9446.977539,2519700
2014-07-31,9436.040039,9438.969727,9313.870117,9315.849609,9315.807617,2521900
2014-08-01,9223.750000,9274.639648,9201.830078,9266.509766,9266.467773,2400600
2014-08-04,9280.290039,9330.190430,9258.179688,9330.190430,9330.148438,2281900
2014-08-05,9316.820313,9316.820313,9141.440430,9141.440430,9141.398438,2611000
2014-08-06,9148.360352,9163.809570,9070.089844,9143.969727,9143.927734,2616100
2014-08-07,9162.650391,9172.879883,9108.849609,9131.440430,9131.398438,1910100
2014-08-08,9120.200195,9120.200195,9014.889648,9085.959961,9085.917969,2139900
2014-08-11,9109.830078,9184.959961,9107.209961,9172.910156,9172.868164,1921900
2014-08-12,9188.849609,9198.099609,9146.980469,9163.120117,9163.078125,1930900
2014-08-13,9155.019531,9231.660156,9147.139648,9231.309570,9231.267578,2033400
2014-08-14,9276.410156,9282.009766,9218.549805,9230.610352,9230.568359,2183500
2014-08-15,9243.669922,9243.669922,9172.910156,9206.809570,9206.767578,1924300
2014-08-18,9222.730469,9222.730469,9128.660156,9141.309570,9141.267578,1992200
2014-08-19,9188.629883,9255.089844,9188.629883,9243.780273,9243.738281,1977100
2014-08-20,9278.150391,9294.490234,9249.309570,9288.049805,9288.007813,2122000
2014-08-21,9286.820313,9289.019531,9217.969727,9253.379883,9253.337891,2038000
2014-08-22,9273.070313,9380.599609,9271.870117,9380.099609,9380.057617,2488700
2014-08-25,9393.240234,9409.349609,9369.240234,9390.620117,9390.578125,1912300
2014-08-26,9394.280273,9418.769531,9386.490234,9393.959961,9393.917969,1984100
2014-08-27,9426.290039,9491.750000,9426.290039,9485.589844,9485.546875,2940500
2014-08-28,9499.219727,9502.419922,9453.490234,9478.370117,9478.327148,2707500
2014-08-29,9459.809570,9470.150391,9425.349609,9436.269531,9436.227539,2271500
2014-09-01,9474.410156,9532.660156,9472.959961,9513.059570,9513.016602,2065000
2014-09-02,9503.650391,9503.650391,9388.129883,9399.719727,9399.677734,2082900
2014-09-03,9434.879883,9455.780273,9396.790039,9450.349609,9450.307617,1948400
2014-09-04,9439.759766,9439.759766,9389.290039,9428.889648,9428.847656,1708100
2014-09-05,9446.450195,9451.389648,9365.700195,9407.940430,9407.898438,1650700
2014-09-09,9452.139648,9465.929688,9426.990234,9434.769531,9434.727539,1868600
2014-09-10,9410.620117,9410.620117,9309.049805,9357.610352,9357.568359,1839600
2014-09-11,9376.379883,9381.049805,9322.950195,9322.950195,9322.908203,1702100
2014-09-12,9324.740234,9333.280273,9223.179688,9223.179688,9223.137695,1793200
2014-09-15,9206.410156,9242.230469,9175.610352,9217.459961,9217.417969,1482600
2014-09-16,9218.849609,9219.419922,9133.400391,9133.400391,9133.358398,1719500
2014-09-17,9171.040039,9252.379883,9159.849609,9195.169922,9195.127930,1884000
2014-09-18,9211.799805,9237.879883,9201.910156,9237.030273,9236.988281,1554700
2014-09-19,9268.440430,9289.219727,9235.440430,9240.450195,9240.408203,1815800
2014-09-22,9220.540039,9220.540039,9106.269531,9134.650391,9134.608398,1780200
2014-09-23,9134.290039,9147.209961,9084.900391,9084.900391,9084.858398,1642800
2014-09-24,9071.799805,9123.110352,9071.799805,9098.490234,9098.448242,1582000
2014-09-25,9126.759766,9149.410156,8982.509766,9011.589844,9011.548828,2039500
2014-09-26,8957.559570,9001.980469,8913.509766,8989.820313,8989.779297,1705600
2014-09-29,9018.459961,9018.459961,8948.089844,8960.759766,8960.718750,1713100
2014-09-30,8954.580078,8998.830078,8860.169922,8966.919922,8966.878906,2295900
2014-10-01,8958.870117,9014.259766,8918.959961,8990.259766,8990.218750,1648000
2014-10-02,8959.370117,9010.269531,8913.009766,8975.190430,8975.149414,1825200
2014-10-03,9010.299805,9113.799805,8998.269531,9106.280273,9106.238281,1873800
2014-10-06,9118.280273,9122.540039,9065.339844,9095.139648,9095.097656,1626000
2014-10-07,9065.669922,9074.799805,8993.450195,9040.809570,9040.768555,1569500
2014-10-08,8989.990234,9038.610352,8955.179688,8955.179688,8955.138672,1558600
2014-10-09,9021.309570,9054.669922,8946.160156,8966.440430,8966.399414,1777200
2014-10-13,8767.419922,8795.769531,8711.389648,8711.389648,8711.349609,2328700
2014-10-14,8691.830078,8768.389648,8684.190430,8768.389648,8768.349609,1735500
2014-10-15,8769.389648,8776.910156,8635.410156,8655.509766,8655.469727,2304300
2014-10-16,8602.650391,8676.459961,8501.290039,8633.690430,8633.650391,2514700
2014-10-17,8688.709961,8699.769531,8512.879883,8512.879883,8512.839844,2655100
2014-10-20,8617.080078,8679.849609,8611.169922,8663.139648,8663.099609,1747800
2014-10-21,8676.320313,8676.320313,8636.669922,8654.639648,8654.599609,1380900
2014-10-22,8744.910156,8775.349609,8729.769531,8748.830078,8748.790039,1911300
2014-10-23,8735.379883,8751.669922,8714.879883,8731.070313,8731.030273,1442500
2014-10-24,8740.280273,8750.419922,8629.240234,8646.009766,8645.969727,1539700
2014-10-27,8671.509766,8689.669922,8607.230469,8627.780273,8627.740234,1503400
2014-10-28,8692.519531,8788.280273,8692.519531,8773.549805,8773.509766,1851800
2014-10-29,8821.849609,8903.679688,8821.849609,8903.679688,8903.638672,2169000
2014-10-30,8890.190430,8892.990234,8842.799805,8888.070313,8888.029297,1969100
2014-10-31,8909.339844,8974.759766,8885.209961,8974.759766,8974.718750,2025800
2014-11-03,9009.379883,9029.709961,8965.500000,9004.860352,9004.819336,2063400
2014-11-04,9030.959961,9046.219727,8980.959961,8989.179688,8989.138672,1704900
2014-11-05,8997.759766,9013.059570,8941.179688,8962.599609,8962.558594,1633400
2014-11-06,8968.790039,8979.969727,8887.360352,8891.019531,8890.978516,1597400
2014-11-07,8881.190430,8925.620117,8867.780273,8912.620117,8912.579102,1492600
2014-11-10,8937.589844,9062.889648,8937.589844,9049.980469,9049.939453,1844200
2014-11-11,9067.540039,9069.440430,9021.540039,9034.139648,9034.098633,1788700
2014-11-12,9030.129883,9030.129883,8894.110352,8918.950195,8918.909180,1688500
2014-11-13,8947.969727,8980.669922,8927.089844,8980.669922,8980.628906,1337100
2014-11-14,8992.400391,8996.379883,8950.230469,8982.879883,8982.838867,1670000
2014-11-17,9003.370117,9024.000000,8878.379883,8884.389648,8884.348633,1620300
2014-11-18,8916.080078,8944.259766,8828.150391,8859.070313,8859.030273,1875200
2014-11-19,8896.160156,8988.639648,8879.290039,8963.240234,8963.199219,1933300
2014-11-20,8984.929688,9078.870117,8984.929688,9078.870117,9078.828125,1984700
2014-11-21,9104.339844,9111.179688,9071.860352,9091.530273,9091.488281,1711900
2014-11-24,9144.419922,9165.709961,9104.540039,9122.330078,9122.288086,1688500
2014-11-25,9125.269531,9153.549805,9098.320313,9116.240234,9116.198242,1863300
2014-11-26,9125.080078,9146.040039,9112.190430,9122.389648,9122.347656,1572900
2014-11-27,9153.490234,9217.730469,9153.490234,9165.309570,9165.267578,1657900
2014-11-28,9163.190430,9201.799805,9158.280273,9187.150391,9187.108398,1671500
2014-12-01,9038.410156,9164.540039,8998.549805,9117.709961,9117.667969,2000200
2014-12-02,9098.360352,9104.839844,9009.690430,9034.790039,9034.749023,2121500
2014-12-03,9073.469727,9188.320313,9045.200195,9175.259766,9175.217773,2695800
2014-12-04,9212.849609,9251.849609,9195.150391,9225.110352,9225.068359,2423500
2014-12-05,9220.250000,9240.509766,9192.290039,9206.570313,9206.528320,2074700
2014-12-08,9231.240234,9241.629883,9174.509766,9187.290039,9187.248047,2002500
2014-12-09,9163.429688,9177.139648,9127.120117,9128.900391,9128.858398,1841800
2014-12-10,9115.330078,9140.490234,9015.519531,9032.160156,9032.119141,2150000
2014-12-11,9003.839844,9046.400391,8971.530273,9013.070313,9013.029297,1673000
2014-12-12,9041.540039,9084.269531,9022.559570,9027.330078,9027.289063,1621300
2014-12-15,8987.950195,8997.080078,8943.040039,8985.629883,8985.588867,1671300
2014-12-16,8967.820313,9031.070313,8950.910156,8950.910156,8950.869141,1836200
2014-12-17,8961.639648,8972.120117,8826.030273,8828.360352,8828.320313,2319700
2014-12-18,8912.780273,8946.419922,8876.879883,8878.629883,8878.588867,1975300
2014-12-19,8981.849609,9035.769531,8953.169922,8999.519531,8999.478516,2477900
2014-12-22,9032.419922,9099.849609,9024.009766,9095.000000,9094.958008,1954900
2014-12-23,9123.780273,9138.150391,9093.429688,9097.709961,9097.667969,1867800
2014-12-24,9096.480469,9186.179688,9096.480469,9186.179688,9186.137695,2610200
2014-12-25,9186.830078,9198.040039,9153.769531,9158.700195,9158.658203,1831400
2014-12-26,9171.910156,9214.070313,9158.389648,9214.070313,9214.028320,1649700
2014-12-29,9216.429688,9313.330078,9216.429688,9286.280273,9286.238281,2137000
2014-12-30,9299.099609,9338.059570,9262.700195,9268.429688,9268.387695,1891600
